filename,label
C:\Users\ayush\Desktop\ISL\Indian\M\500.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\5\11.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\5\522.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\B\926.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\C\349.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\W\1048.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\7\184.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\M\497.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\Q\604.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\V\1141.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\A\1052.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\B\542.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\1\480.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\A\245.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\6\60.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\1\287.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\P\648.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\E\321.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\K\1120.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\F\298.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\Y\57.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\K\645.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\I\1145.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\U\1195.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\Q\641.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\7\846.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\1\717.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\U\1060.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\J\720.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\5\606.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\E\620.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\Z\585.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\P\673.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\Y\613.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\A\1153.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\F\844.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\I\46.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\C\222 copy.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\X\423.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\L\774.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\A\108.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\8\521.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\T\994.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\W\849.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\X\1144.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\Y\851.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\A\431.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\2\843.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\R\142.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\K\90.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\C\1179.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\5\937.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\C\147.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\2\889.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\J\242.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\F\980.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\Q\264.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\J\811.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\C\394.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\R\113.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\B\902.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\7\641.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\7\137.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\9\623.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\X\934.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\K\75.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\Y\1003.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\Y\188.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\W\491.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\U\794.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\A\409.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\1\260.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\B\780.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\M\430.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\3\975.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\8\1178.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\R\733.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\J\1030.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\F\1072.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\H\782.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\Q\869.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\2\228.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\U\793.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\V\673.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\V\104.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\N\735.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\E\98.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\K\1167.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\I\527.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\M\150.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\3\1145.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\H\504.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\X\667.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\X\31.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\7\661.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\3\258.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\R\479.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\4\173.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\5\1082.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\U\1087.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\3\493.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\O\091.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\L\644.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\W\124.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\O\1081.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\D\470.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\M\884.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\J\957.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\V\1160.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\G\965.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\X\779.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\H\1147.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\Z\275.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\6\504.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\2\869.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\N\334.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\P\932.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\Q\1033.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\T\162.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\G\40.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\M\854.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\C\470.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\6\486.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\S\169.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\P\734.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\V\1173.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\G\1076.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\V\121.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\1\59.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\6\732.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\R\782.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\U\742.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\Y\8.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\T\1114.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\6\1139.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\2\323.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\1\1018.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\B\1018.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\9\907.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\G\34.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\Q\272.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\R\1158.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\7\537.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\V\017.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\G\858.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\S\238.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\C\539.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\P\661.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\W\367.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\2\851.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\C\160 copy.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\7\33.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\1\594.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\2\542.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\P\575.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\V\554.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\G\468.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\R\676.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\R\251.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\W\1039.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\6\1082.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\Q\944.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\M\565.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\J\442.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\A\857.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\K\204.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\S\1081.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\T\1062.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\D\97.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\T\433.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\V\17.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\M\1149.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\U\524.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\B\1039.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\5\477.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\K\813.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\E\219.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\O\551.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\7\793.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\X\359.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\Q\871.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\T\263.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\M\1085.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\Q\341.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\M\629.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\O\511.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\C\708.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\D\50.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\5\1100.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\Y\357.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\G\316.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\8\27.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\4\1043.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\O\220 copy.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\W\148.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\U\131.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\3\918.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\H\804.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\Z\354.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\G\641.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\7\1167.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\C\641.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\Y\532.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\O\440.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\6\1011.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\O\1050.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\3\149.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\C\1121.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\A\1195.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\M\1140.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\A\1182.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\Z\579.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\W\297.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\Q\519.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\X\489.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\K\338.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\C\009.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\P\1103.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\X\819.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\U\323.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\D\915.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\9\649.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\V\387.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\7\431.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\F\141.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\G\939.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\9\414.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\G\692.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\S\533.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\6\541.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\B\531.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\T\682.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\Z\1116.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\4\20.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\E\710.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\L\748.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\K\1034.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\V\752.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\F\1047.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\E\560.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\Q\539.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\K\687.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\B\669.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\U\899.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\K\1161.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\N\547.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\6\746.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\U\363.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\Y\664.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\B\296.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\K\596.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\D\984.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\8\935.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\F\902.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\N\1034.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\A\1087.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\N\364.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\F\113.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\W\1189.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\E\1109.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\F\569.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\2\1100.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\M\1130.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\S\757.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\T\94.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\U\727.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\7\1073.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\2\1096.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\5\598.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\Q\183.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\O\1046.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\5\339.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\M\479.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\4\443.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\V\268.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\P\124.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\L\510.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\5\437.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\Z\342.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\1\942.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\7\1036.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\2\1037.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\L\728.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\W\80.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\T\1069.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\K\286.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\5\213.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\W\995.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\5\785.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\2\153.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\8\32.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\9\656.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\C\330.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\6\461.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\P\1140.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\J\579.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\Q\894.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\E\392.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\2\266.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\P\1170.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\6\1126.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\R\474.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\Z\124.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\I\138.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\9\602.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\X\925.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\O\1029.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\G\848.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\W\654.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\9\800.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\S\1173.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\M\475.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\N\375.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\9\397.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\N\492.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\4\271.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\5\943.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\E\908.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\U\926.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\M\613.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\D\37.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\S\787.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\5\1093.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\2\545.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\O\547.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\I\174 copy.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\A\101.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\H\942.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\T\164.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\4\943.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\T\1049.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\D\477.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\G\174.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\U\1103.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\W\30.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\8\653.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\H\581.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\M\237.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\8\135.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\R\544.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\T\1079.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\1\782.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\Q\349.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\Y\1105.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\T\974.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\Y\2.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\H\944.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\8\533.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\7\362.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\S\954.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\4\1184.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\H\1114.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\Z\830.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\N\150.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\D\188.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\7\147.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\Z\18.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\4\422.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\V\1056.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\Q\352.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\A\62.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\I\375.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\R\486.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\V\399.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\9\721.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\T\329.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\H\985.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\C\247.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\X\364.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\J\1031.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\F\373.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\O\768.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\H\170.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\4\770.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\K\484.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\L\357.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\U\518.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\Y\231.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\T\601.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\V\317.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\H\1113.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\P\135.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\Z\943.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\9\694.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\I\682.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\I\051.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\V\364.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\6\307.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\Y\902.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\K\713.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\6\655.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\T\941.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\J\152.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\K\264.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\S\527.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\2\981.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\H\791.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\H\297.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\5\392.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\R\1183.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\W\109.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\I\1011.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\K\1093.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\C\167.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\N\938.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\8\295.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\4\1012.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\M\1056.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\5\1122.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\5\715.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\G\1154.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\7\819.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\4\816.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\E\836.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\N\769.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\C\216.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\H\1116.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\S\312.jpg,S
